AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
91,1,0,0.0,2,134.7,116,48.0,14.77,6.6
106,1,0,0.0,0,159.6,94,51.0,13.84,8.8
112,1,0,0.29,0,194.4,101,52.9,9.52,11.4
68,1,0,0.0,1,237.1,105,60.0,11.18,13.2
154,1,1,2.43,2,192.3,82,71.3,8.27,9.0
93,1,0,0.21,0,141.7,95,45.1,11.05,10.2
140,1,0,0.0,0,194.8,107,48.0,8.55,13.9
153,1,0,0.0,1,185.3,127,50.0,10.4,15.1
78,1,1,1.73,2,281.2,93,80.3,8.91,6.4
184,0,0,0.0,2,213.8,105,50.0,7.98,5.0
149,0,1,2.38,5,126.9,97,59.8,8.35,8.8
81,1,0,0.0,2,173.2,80,50.0,11.81,11.8
59,0,1,2.46,1,225.0,78,79.6,9.57,9.1
136,1,0,0.3,2,142.3,79,41.0,7.9,6.0
128,1,0,0.0,2,268.1,95,56.0,6.03,14.4
103,1,0,0.0,1,166.6,84,45.0,9.62,7.7
70,1,0,0.0,0,148.4,110,48.0,13.36,8.9
125,1,0,0.0,1,126.7,108,40.0,10.3,13.3
69,1,0,0.0,1,153.7,109,43.0,9.7,14.1
112,1,0,0.0,4,193.3,96,56.0,13.21,9.1
24,1,0,0.0,1,241.9,104,54.0,7.26,6.6
92,1,1,1.73,1,201.3,130,69.3,10.19,6.4
117,1,1,2.08,3,104.9,115,59.8,11.88,7.7
123,1,0,0.0,2,236.2,135,64.0,13.7,10.1
115,1,0,0.0,2,178.7,114,54.0,13.55,16.4
96,1,0,0.0,1,276.9,105,69.0,12.35,10.3
54,1,0,0.16,2,159.8,99,51.6,13.2,9.7
44,1,0,0.21,3,288.1,112,73.1,12.9,10.2
53,1,0,0.31,0,261.2,119,69.1,12.54,9.8
1,1,0,0.0,0,123.8,113,42.0,11.81,3.7
159,1,0,0.0,2,275.8,103,63.0,9.48,7.4
62,1,0,0.0,1,98.9,103,29.0,6.77,12.2
102,1,0,0.0,1,129.5,56,53.0,17.71,10.9
123,1,0,0.0,2,140.0,106,37.0,7.69,12.5
95,1,0,0.0,3,141.1,84,42.0,10.57,5.9
124,1,0,0.0,3,234.4,61,56.0,8.97,10.4
43,1,0,0.0,1,241.9,101,53.0,6.47,5.9
103,1,0,0.38,2,70.9,134,27.8,6.73,12.0
81,1,0,0.0,1,261.4,141,63.0,10.79,8.0
60,1,0,0.0,3,193.9,118,41.0,4.25,13.2
78,1,0,0.0,2,190.3,88,49.0,9.73,11.7
71,0,0,0.0,3,178.2,113,45.0,8.39,13.6
170,1,0,0.0,2,184.1,106,49.0,10.25,9.8
85,1,0,0.25,0,127.9,107,47.5,13.56,12.5
58,1,0,0.0,1,149.4,145,43.0,9.83,14.9
10,1,0,0.0,2,183.0,103,50.0,10.74,8.7
146,0,0,0.0,1,111.1,126,46.0,15.67,10.5
86,0,0,0.0,2,162.4,131,42.0,8.35,11.4
122,1,0,0.0,2,234.1,101,57.0,10.01,13.1
90,0,0,0.0,4,148.2,96,44.0,11.02,9.2
124,1,0,0.0,1,191.3,134,55.0,13.08,10.0
104,1,0,0.0,3,76.4,116,23.0,5.78,9.4
112,1,0,0.0,5,111.9,92,29.0,5.7,14.1
112,1,1,3.11,1,198.8,122,86.1,11.93,11.5
68,1,1,1.3,3,82.5,97,52.0,14.5,4.8
106,1,0,0.31,2,114.4,104,30.1,3.92,0.0
89,1,0,0.0,1,303.9,95,74.0,13.05,5.3
63,1,0,0.36,0,211.7,107,63.6,13.59,7.4
117,1,0,0.0,1,184.8,83,53.0,12.43,9.6
88,1,1,2.65,2,190.6,104,79.5,11.87,9.8
83,1,0,0.0,1,227.9,78,57.0,10.38,12.1
97,1,0,0.0,1,168.6,87,51.0,12.96,7.3
66,1,0,0.33,3,116.4,98,31.3,4.78,10.5
45,1,1,2.13,2,135.8,104,63.3,11.13,7.9
146,1,0,0.0,3,195.9,86,53.0,11.43,12.2
184,1,0,0.21,2,151.7,93,43.1,8.93,13.1
122,1,1,2.3,2,134.2,85,66.0,11.37,8.5
139,1,0,0.0,5,134.4,106,41.0,10.57,10.2
29,0,1,1.54,2,235.0,101,71.4,9.17,5.7
121,1,1,3.08,1,68.7,95,60.8,10.46,11.4
143,1,0,0.0,1,133.4,107,42.0,11.2,10.2
69,1,0,0.0,0,185.3,91,51.0,10.96,5.5
99,1,0,0.0,1,241.1,72,55.0,7.78,11.6
130,1,0,0.0,0,124.3,70,45.0,13.54,3.5
138,1,0,0.0,3,127.1,102,43.0,12.39,5.0
190,0,0,0.0,3,111.9,55,38.0,11.15,10.0
115,1,1,1.22,0,155.2,110,59.2,11.55,4.5
70,1,1,2.78,1,125.9,101,66.8,9.82,10.3
53,1,0,0.0,9,228.6,117,51.0,6.64,10.1
130,1,0,0.0,2,154.2,119,36.0,5.51,9.2
98,1,0,0.41,1,187.2,127,53.1,9.78,5.1
31,1,0,0.19,1,97.5,129,40.9,13.02,7.0
110,1,0,0.24,1,18.9,92,28.4,12.92,14.8
91,0,1,2.67,0,93.5,112,58.7,9.17,9.9
148,0,0,0.0,0,218.9,88,55.0,10.4,11.1
113,1,0,0.0,2,128.7,100,42.0,11.36,9.2
140,1,0,0.28,3,129.6,79,45.8,12.31,9.4
105,1,0,0.0,2,102.8,74,42.0,14.09,13.2
108,1,0,0.0,1,215.6,78,54.0,9.77,3.6
101,1,0,0.0,1,174.9,105,52.0,13.1,8.5
89,0,0,0.0,0,206.9,134,50.0,8.39,10.9
117,1,1,3.21,1,153.2,112,81.1,13.17,11.9
109,1,0,0.0,2,137.0,128,42.0,10.85,10.0
60,1,1,3.46,2,191.8,75,90.6,13.39,12.8
146,0,0,0.0,2,160.1,63,45.0,10.42,9.2
112,1,0,0.0,2,167.6,100,42.0,7.73,17.3
65,1,0,0.0,1,136.1,112,47.0,13.65,4.4
64,1,0,0.0,1,206.2,76,55.0,11.62,13.6
98,1,1,2.89,2,213.7,61,86.9,12.65,10.7
106,1,0,0.26,1,187.1,104,56.6,12.51,11.0
98,1,0,0.2,0,217.2,121,65.0,15.17,12.4
166,1,0,0.0,0,173.9,103,54.0,13.82,15.3
135,1,0,0.17,2,239.9,91,57.7,8.86,5.9
73,1,1,3.11,0,194.4,104,80.1,8.8,11.5
41,1,0,0.0,1,207.2,138,54.0,10.71,11.9
42,1,0,0.0,2,184.5,98,49.0,10.03,8.8
124,1,0,0.0,0,194.0,103,54.0,12.05,11.9
69,1,0,0.3,2,227.0,122,64.0,12.94,8.9
124,1,0,0.0,1,193.0,97,41.0,4.49,15.3
119,1,0,0.34,1,222.8,122,55.4,8.16,11.2
112,1,1,2.7,2,113.7,117,60.0,7.88,10.0
121,1,1,2.03,3,218.2,88,87.3,17.43,7.5
38,1,0,0.42,5,175.7,109,52.2,10.59,9.2
89,1,0,0.0,2,141.1,92,46.0,12.46,10.8
120,1,0,0.0,1,178.4,97,45.0,8.42,9.3
126,1,0,0.0,0,226.2,88,51.0,7.02,6.4
99,1,0,0.0,1,62.9,81,31.0,11.55,8.5
119,1,0,0.0,3,230.4,117,59.0,11.25,7.6
148,1,0,0.0,2,216.2,95,53.0,9.29,10.0
76,1,0,0.0,2,224.4,121,51.0,7.4,6.7
106,1,1,3.81,4,165.9,126,85.1,10.83,14.1
82,1,1,2.57,2,207.2,111,82.7,12.71,9.5
145,1,1,4.21,2,147.5,90,83.1,8.79,15.6
144,1,0,0.0,2,139.6,96,35.0,6.21,15.0
75,1,0,0.0,1,203.3,70,55.0,11.45,14.3
93,1,1,3.11,1,166.9,101,83.1,13.66,11.5
103,1,0,0.0,0,263.4,118,60.0,8.96,10.3
70,0,0,0.0,2,226.7,98,58.0,11.41,17.6
65,1,0,0.0,2,148.7,80,48.0,12.95,12.7
90,1,1,3.0,0,193.3,66,86.0,13.17,11.1
89,1,0,0.0,3,89.5,66,31.0,8.97,12.3
36,1,0,0.0,2,177.9,129,50.0,11.23,10.8
138,0,0,0.0,2,286.2,61,65.0,9.36,11.0
95,0,0,0.0,4,228.9,134,61.0,12.79,10.1
80,1,0,0.0,0,206.3,97,49.0,7.75,12.4
170,1,0,0.21,0,246.4,107,64.1,11.41,9.1
90,0,1,3.59,0,169.0,104,80.9,9.44,13.3
152,1,1,2.13,1,214.6,108,66.3,4.83,7.9
98,1,1,1.78,2,111.1,105,55.8,10.9,6.6
136,1,0,0.36,2,252.4,74,61.6,8.4,10.7
104,1,0,0.0,2,139.7,78,41.0,10.13,11.3
67,1,1,2.7,2,95.0,94,68.0,14.56,10.0
10,1,0,0.42,1,222.2,127,55.2,7.66,12.9
52,0,0,0.0,0,251.4,118,60.0,9.83,11.0
94,1,0,0.0,0,136.2,114,38.0,8.26,9.6
177,1,1,2.81,1,230.2,106,84.1,9.81,10.4
95,1,0,0.0,6,128.6,115,41.0,10.81,6.3
30,1,0,0.0,3,137.6,108,38.0,8.1,5.8
172,1,0,0.0,0,172.5,85,51.0,12.66,5.9
165,1,0,0.13,1,150.5,75,43.3,9.66,10.3
35,1,1,1.35,2,181.2,76,59.5,8.88,5.0
82,1,0,0.0,0,130.0,110,38.0,9.27,8.3
113,1,0,0.0,1,155.0,93,55.0,16.53,13.5
107,1,1,2.24,0,204.2,57,75.4,10.3,8.3
48,1,0,0.0,4,197.7,64,46.0,6.84,13.2
102,1,0,0.0,2,186.8,92,47.0,8.69,9.7
105,1,1,2.7,0,179.4,113,81.0,13.77,10.0
123,1,1,4.05,0,218.7,79,92.5,8.17,15.0
82,1,0,0.0,0,329.8,73,74.0,10.42,10.6
60,0,0,0.0,1,183.0,110,49.0,10.34,11.1
90,1,1,3.48,1,71.2,82,62.8,9.08,12.9
135,1,0,0.0,1,173.4,107,49.0,11.1,13.7
118,0,0,0.0,0,223.4,98,57.0,11.03,6.3
106,1,0,0.0,1,158.7,74,33.0,3.22,10.2
64,1,0,0.0,5,148.1,73,40.0,8.25,12.3
155,0,1,3.0,1,211.7,121,78.0,6.96,11.1
141,1,0,0.26,3,51.9,108,25.6,8.1,10.1
128,1,1,2.7,1,265.1,110,89.0,9.87,10.0
68,1,0,0.0,1,195.4,116,52.0,10.61,15.1
190,1,0,0.0,1,169.4,102,51.0,12.68,8.9
68,1,1,2.59,2,122.9,93,66.9,11.68,9.6
165,1,0,0.0,0,209.4,67,59.0,13.69,12.8
116,1,0,0.0,1,51.1,106,27.0,10.43,12.3
97,1,0,0.0,1,151.6,107,39.0,7.77,14.7
90,1,0,0.0,1,167.5,96,41.0,6.96,13.0
58,1,0,0.0,0,112.2,95,37.0,10.48,13.9
110,1,0,0.0,2,99.4,62,41.0,13.75,16.7
144,0,1,3.46,0,174.8,127,83.6,10.98,12.8
114,1,0,0.4,1,172.0,145,57.0,13.82,10.1
57,1,1,2.57,0,213.0,115,78.7,9.56,9.5
108,1,0,0.0,1,187.4,101,49.0,10.0,12.6
109,1,0,0.0,1,175.4,125,52.0,12.54,9.8
119,1,1,3.0,0,220.1,128,91.0,13.41,11.1
94,0,0,0.0,1,170.1,113,53.0,13.59,8.7
74,1,0,0.0,0,162.7,102,53.0,14.6,8.7
83,1,0,0.0,1,208.9,71,54.0,10.74,13.0
117,0,0,0.0,1,54.2,100,35.0,15.16,8.6
100,1,1,2.16,0,221.7,100,79.6,11.81,8.0
72,1,0,0.0,4,217.8,93,54.0,9.49,10.4
88,1,0,0.0,1,264.8,124,66.0,12.27,14.8
170,1,1,2.94,4,199.5,119,75.4,6.75,10.9
151,1,0,0.24,4,156.4,108,49.4,11.67,7.7
70,1,0,0.0,3,214.8,87,48.0,6.55,9.4
121,1,0,0.0,1,179.4,70,43.0,7.15,11.2
83,1,0,0.0,3,221.4,103,58.0,11.59,9.8
127,1,0,0.26,1,266.6,106,70.6,13.24,5.9
109,0,1,2.51,0,217.2,138,75.1,7.28,9.3
86,1,1,3.59,1,123.0,158,68.9,6.7,13.3
209,1,0,0.0,0,153.7,105,43.0,9.43,10.7
138,1,0,0.0,3,241.8,93,56.0,8.53,11.8
70,1,0,0.3,2,156.4,108,45.0,8.55,8.6
23,1,0,0.0,2,321.6,107,77.0,12.58,11.3
84,1,0,0.16,2,130.2,105,47.6,13.9,14.0
133,0,0,0.0,1,127.3,108,43.0,12.57,10.3
186,1,0,0.0,1,137.8,97,40.0,9.39,8.7
124,1,0,0.0,3,178.3,102,51.0,11.75,10.9
99,1,0,0.0,2,190.4,102,46.0,7.91,11.2
75,1,1,3.05,2,121.5,97,74.5,13.57,11.3
102,1,0,0.0,3,242.2,88,61.0,11.66,6.2
133,1,1,1.81,5,239.9,107,81.1,12.69,6.7
82,1,1,1.27,3,232.6,121,65.7,7.66,4.7
74,1,1,3.7,0,234.4,113,100.0,13.3,13.7
120,1,0,0.0,3,203.3,108,57.0,13.0,7.8
150,1,0,0.26,1,146.3,133,45.6,10.14,13.1
98,1,0,0.33,0,236.2,122,60.3,9.47,13.3
119,1,0,0.0,2,287.1,115,63.0,7.97,13.9
48,1,0,0.0,1,240.0,88,53.0,7.05,7.1
68,1,1,2.67,0,239.5,82,85.7,10.19,9.9
74,1,0,0.0,0,155.7,116,42.0,8.69,8.1
108,1,0,0.0,0,210.6,117,50.0,8.21,9.4
127,1,0,0.35,1,134.9,79,45.5,11.08,15.0
19,0,0,0.0,0,237.7,98,59.0,10.36,4.5
85,1,1,1.7,5,283.2,110,86.0,11.99,6.3
50,1,0,0.29,1,295.3,127,64.9,6.37,9.6
128,0,0,0.0,0,245.2,112,51.0,5.08,10.7
148,1,1,3.65,3,230.7,102,96.5,11.69,13.5
104,1,0,0.27,5,280.4,127,65.7,8.97,15.2
117,1,1,2.32,1,80.2,81,56.2,10.95,8.6
145,1,1,2.89,2,216.0,94,84.9,11.26,10.7
80,1,1,2.51,0,196.4,115,72.1,7.52,9.3
172,1,0,0.0,2,270.0,102,68.0,12.83,12.0
117,1,1,3.19,0,216.0,140,87.9,11.21,11.8
134,1,0,0.0,0,202.7,105,54.0,11.25,12.1
94,1,0,0.21,2,190.4,91,43.1,4.6,13.6
35,1,0,0.32,2,149.3,113,49.2,12.11,8.9
130,1,1,2.0,0,185.0,117,73.0,12.48,7.4
72,1,0,0.0,0,207.8,92,52.0,9.79,13.1
157,1,0,0.0,2,240.2,67,54.0,7.65,10.2
68,1,0,0.34,3,231.1,57,56.4,7.67,9.6
62,1,0,0.0,4,245.3,91,53.0,6.15,8.5
115,1,1,2.59,1,142.1,124,65.9,9.17,9.6
125,1,1,2.75,1,120.5,104,67.5,11.39,10.2
160,1,0,0.0,2,171.2,103,50.0,12.18,13.0
141,1,0,0.0,5,242.8,90,62.0,11.71,6.0
88,1,0,0.0,1,218.2,76,52.0,8.47,8.0
115,1,1,3.11,1,222.6,81,86.1,9.52,11.5
143,1,0,0.0,0,209.1,127,45.0,5.31,14.0
26,1,0,0.0,3,234.5,109,59.0,10.83,3.5
123,1,1,3.56,1,305.2,80,101.6,7.83,13.2
153,1,1,2.03,1,167.7,104,70.3,12.34,7.5
119,0,1,3.75,1,172.1,119,86.5,11.18,13.9
115,1,1,1.51,2,133.3,110,54.1,9.29,5.6
142,1,1,2.57,0,239.8,103,91.7,14.3,9.5
53,1,0,0.22,3,205.1,86,51.2,8.03,10.7
112,1,0,0.0,1,243.4,77,57.0,9.11,12.8
114,1,1,2.78,0,154.4,109,73.8,11.07,10.3
90,1,1,1.57,1,150.1,109,64.7,13.24,5.8
95,1,1,2.86,0,262.2,123,87.6,8.26,10.6
167,0,0,0.0,2,244.8,91,47.0,3.04,10.7
99,1,0,0.0,0,182.6,83,45.0,7.73,12.1
78,1,0,0.0,1,108.6,108,37.0,10.5,7.9
197,1,0,0.24,3,154.8,111,43.4,8.58,10.6
67,1,0,0.42,1,167.8,91,47.2,8.39,8.4
102,1,1,1.7,3,125.3,92,51.0,7.06,6.3
42,1,1,2.19,0,163.8,80,64.9,8.89,8.1
86,0,0,0.0,1,266.1,120,61.0,9.1,10.3
124,1,0,0.0,1,188.5,77,48.0,9.1,6.1
27,1,0,0.36,2,226.3,95,65.6,13.72,8.2
138,1,0,0.0,5,194.3,83,50.0,9.5,9.0
144,1,1,1.76,2,189.8,96,60.6,6.17,6.5
159,1,0,0.0,0,114.8,98,36.0,9.63,12.2
80,1,0,0.0,1,161.1,99,45.0,9.94,10.6
27,1,0,0.0,1,82.6,105,32.0,10.2,9.1
111,1,1,1.92,1,127.1,94,61.2,11.42,7.1
73,1,0,0.0,0,254.7,80,51.0,4.51,10.6
99,1,0,0.0,7,115.5,75,39.0,10.91,11.5
24,1,0,0.0,2,149.0,73,37.0,6.55,8.6
100,1,1,2.4,1,213.6,127,76.0,8.8,8.9
107,1,0,0.0,0,133.8,85,39.0,9.03,8.9
16,1,0,0.33,3,161.9,100,51.3,11.51,10.2
149,1,1,1.76,0,148.5,106,52.6,5.73,6.5
128,1,0,0.0,1,187.3,84,55.0,13.54,10.1
150,1,0,0.36,3,126.0,99,45.6,11.93,10.2
125,0,0,0.0,0,187.3,118,46.0,8.04,9.6
103,1,1,3.75,4,110.5,101,74.5,10.42,13.9
139,1,0,0.0,4,181.6,119,60.0,16.79,8.3
121,1,0,0.0,1,168.6,121,43.0,8.43,12.3
125,1,0,0.0,2,126.7,113,35.0,7.78,14.4
111,1,0,0.0,0,176.4,62,48.0,10.05,11.2
10,1,0,0.0,2,186.1,112,48.0,9.51,11.4
16,1,0,0.0,1,209.5,89,51.0,8.64,8.8
85,1,0,0.2,0,259.8,85,67.0,12.12,5.4
124,1,0,0.0,1,160.9,109,40.0,7.21,12.9
70,1,0,0.0,3,134.7,96,43.0,11.8,7.6
25,1,0,0.14,3,119.3,87,40.4,10.58,10.5
147,0,0,0.0,1,183.8,113,46.0,8.24,10.1
105,1,1,2.24,4,109.6,108,62.4,12.47,8.3
122,1,0,0.23,2,140.1,120,46.3,11.57,11.2
82,1,1,1.11,1,146.5,73,57.1,12.32,4.1
125,1,0,0.3,1,140.1,132,45.0,10.48,8.0
122,1,0,0.0,0,145.6,102,49.0,14.24,12.2
179,1,0,0.0,0,219.2,92,50.0,7.47,6.1
94,1,0,0.0,3,108.0,79,39.0,12.1,10.4
66,1,1,2.3,0,141.7,87,70.0,13.42,8.5
115,1,1,3.67,6,170.5,107,84.7,10.86,13.6
43,1,0,0.36,0,230.2,147,58.6,9.34,9.2
88,1,0,0.0,2,172.8,81,46.0,9.67,12.8
149,1,0,0.37,1,207.3,115,56.7,9.92,8.6
162,1,0,0.0,2,135.2,98,44.0,12.1,10.2
44,1,1,3.78,0,221.8,105,89.8,8.09,14.0
157,1,1,4.05,1,219.2,102,95.5,10.3,15.0
116,1,0,0.0,0,201.8,82,54.0,11.58,16.5
94,1,0,0.0,2,220.8,111,51.0,7.81,10.5
74,0,0,0.0,1,125.8,103,40.0,10.39,14.1
45,1,0,0.0,2,159.8,91,38.0,6.02,10.6
87,1,0,0.38,1,231.3,105,57.8,8.59,13.0
112,1,1,2.48,2,181.8,110,75.8,11.41,9.2
89,1,0,0.0,1,134.9,59,37.0,7.8,10.2
72,1,1,3.97,3,220.0,80,95.7,10.87,14.7
90,1,0,0.0,1,140.2,97,43.0,10.7,7.1
62,1,0,0.0,0,100.0,98,32.0,8.68,10.1
157,1,1,1.92,1,194.3,107,73.2,12.16,7.1
141,1,0,0.0,0,146.5,121,40.0,8.5,8.2
126,1,0,0.0,0,161.4,110,47.0,11.03,5.1
87,1,0,0.0,1,237.2,124,60.0,11.13,11.0
113,1,0,0.0,5,61.2,111,19.0,4.62,13.7
148,0,0,0.21,0,233.5,81,58.1,9.39,9.6
40,1,0,0.0,6,81.7,123,32.0,10.51,11.3
128,1,0,0.0,1,148.5,105,46.0,12.15,6.8
85,1,0,0.0,3,225.0,81,54.0,8.85,7.1
163,0,0,0.0,1,197.2,90,50.0,9.43,7.8
74,1,0,0.0,3,262.3,114,62.0,9.95,6.6
83,0,0,0.26,1,271.5,87,67.6,10.82,11.7
76,1,0,0.0,0,186.1,96,50.0,10.58,8.0
109,1,0,0.0,2,222.5,74,53.0,8.49,9.0
106,1,0,0.0,2,147.9,97,43.0,10.47,8.8
151,0,0,0.29,0,218.0,57,49.9,5.72,12.4
141,1,0,0.0,1,215.6,113,54.0,10.03,12.4
133,1,0,0.0,0,227.4,90,45.0,3.66,4.7
120,1,0,0.0,1,134.8,94,41.0,10.21,6.7
182,1,0,0.0,0,69.1,114,32.0,11.52,6.5
96,1,1,3.62,0,108.6,90,72.2,10.32,13.4
105,1,1,3.08,1,141.2,96,69.8,8.39,11.4
13,1,0,0.0,0,303.2,133,67.0,8.53,11.5
63,1,0,0.0,0,261.8,69,66.0,12.25,14.7
46,1,0,0.0,2,250.3,100,65.0,13.03,13.3
101,1,1,3.51,2,114.1,95,69.1,8.08,13.0
38,1,0,0.0,2,131.2,98,37.0,8.15,8.2
22,1,0,0.0,0,110.3,107,33.0,8.33,9.5
57,1,1,3.97,1,179.2,105,94.7,14.16,14.7
185,1,1,3.73,2,151.1,121,84.3,12.24,13.8
100,1,0,0.34,4,107.0,63,31.4,5.29,12.8
66,1,1,1.46,2,254.9,108,78.6,12.16,5.4
78,1,0,0.0,3,137.4,109,44.0,11.88,14.0
74,1,0,0.0,1,203.8,77,53.0,10.26,9.0
190,1,1,2.67,1,116.7,71,59.7,7.3,9.9
96,1,0,0.0,3,150.0,122,45.0,10.93,9.8
163,1,1,3.73,2,219.6,99,93.3,10.52,13.8
108,1,0,0.0,0,169.6,99,52.0,13.21,9.3
83,1,0,0.24,0,259.7,106,60.4,7.64,10.2
185,1,0,0.19,1,139.6,92,46.9,12.51,10.8
116,1,1,1.62,2,183.6,138,65.2,10.19,6.0
125,1,0,0.0,0,240.7,82,64.0,13.47,10.1
13,1,1,3.05,2,176.6,65,75.5,8.64,11.3
52,1,0,0.0,2,217.0,104,50.0,7.62,11.8
125,0,1,4.59,1,260.8,81,104.9,8.19,17.0
108,1,0,0.0,0,239.3,102,60.0,11.17,10.6
27,1,0,0.16,1,236.7,110,61.6,11.6,12.7
136,0,0,0.0,2,183.4,103,44.0,7.1,10.4
106,1,0,0.0,3,212.9,110,53.0,9.35,6.3
107,1,1,2.97,2,219.4,92,82.7,9.03,11.0
144,1,1,2.7,1,219.9,102,84.0,11.11,10.0
106,1,1,2.67,1,81.6,120,60.7,11.78,9.9
79,1,1,3.29,3,103.1,90,71.9,12.15,12.2
55,0,0,0.0,1,221.0,115,52.0,8.27,9.7
54,1,1,3.05,2,117.6,82,64.5,7.96,11.3
103,1,1,3.19,1,138.8,80,67.9,7.1,11.8
78,1,1,2.92,6,210.3,116,82.2,9.61,10.8
120,1,0,0.0,0,221.3,106,61.0,13.38,9.3
147,1,1,2.73,2,197.3,134,73.3,7.06,10.1
111,1,1,3.78,1,205.5,114,91.8,10.97,14.0
112,1,0,0.0,0,167.8,88,50.0,12.4,11.9
132,1,0,0.0,1,121.5,88,43.0,12.65,10.7
89,1,0,0.0,1,197.1,110,48.0,8.3,12.8
116,1,1,2.21,3,155.7,104,65.1,9.27,8.2
165,1,0,0.0,0,207.7,109,50.0,8.24,7.9
91,1,1,1.67,1,146.1,98,65.7,13.87,6.2
116,1,1,2.24,1,200.4,104,80.4,13.64,8.3
85,1,0,0.0,2,236.9,93,58.0,9.89,11.4
50,1,0,0.0,1,183.6,107,37.0,2.93,8.7
149,1,1,3.86,1,198.9,77,96.6,13.7,14.3
91,1,0,0.0,0,149.0,115,47.0,12.27,8.3
123,1,0,0.0,1,194.0,118,54.0,12.1,12.1
161,1,0,0.32,3,221.7,95,58.2,9.65,6.5
150,1,1,1.78,0,209.9,77,67.8,7.9,6.6
131,0,1,3.73,4,292.9,101,104.3,9.99,13.8
67,1,1,2.54,1,230.6,40,81.4,9.46,9.4
87,1,0,0.0,2,322.5,106,73.0,10.23,9.4
84,1,0,0.0,1,216.1,114,54.0,9.88,9.8
119,1,0,0.0,2,109.2,96,32.0,7.66,9.8
122,1,0,0.29,4,157.1,134,45.9,9.25,8.5
74,1,0,0.0,3,230.9,93,59.0,11.15,9.7
118,1,0,0.0,5,267.8,145,73.0,15.82,14.4
45,1,0,0.0,1,96.1,103,38.0,12.34,9.7
78,1,0,0.4,4,103.5,115,32.0,5.9,12.0
79,1,0,0.0,2,236.8,135,57.0,9.32,10.4
77,1,0,0.0,0,245.2,87,64.0,12.71,7.5
116,1,0,0.23,2,217.3,91,58.3,10.81,11.3
106,1,0,0.0,1,169.4,107,46.0,9.86,10.7
139,0,1,3.62,1,203.5,82,88.2,10.02,13.4
120,1,0,0.21,0,185.7,133,54.1,11.76,16.9
124,1,0,0.0,2,254.3,113,50.0,3.95,11.8
96,1,1,3.05,1,183.1,88,74.5,7.37,11.3
116,1,0,0.0,2,229.3,93,55.0,9.23,8.8
127,1,0,0.0,2,202.1,103,54.0,11.47,11.5
63,1,0,0.27,3,211.8,84,58.7,11.55,10.7
122,1,0,0.29,2,107.9,88,41.9,11.79,9.5
108,1,0,0.0,2,240.2,78,61.0,11.52,5.2
58,1,0,0.0,2,238.9,107,57.0,9.36,11.8
100,1,0,0.21,0,160.3,138,49.1,11.07,11.2
101,1,1,4.19,0,200.1,108,92.9,9.45,15.5
131,1,0,0.0,1,131.6,95,38.0,8.97,15.5
99,1,0,0.0,3,238.4,96,62.0,12.33,12.4
58,1,0,0.0,2,165.4,100,38.0,5.79,12.8
149,1,0,0.0,1,140.4,94,47.0,13.59,11.1
81,1,0,0.0,3,183.6,116,45.0,7.63,12.2
160,1,0,0.28,1,121.8,97,31.8,4.47,10.3
86,1,0,0.0,1,150.5,92,36.0,6.02,9.0
137,1,0,0.13,3,115.0,130,33.3,6.89,7.3
126,1,0,0.0,1,321.3,99,69.0,8.4,8.0
196,1,0,0.0,2,234.0,109,61.0,12.48,9.1
141,1,1,2.05,3,149.7,112,60.5,8.13,7.6
92,1,0,0.0,0,208.0,125,53.0,9.95,8.6
98,1,1,1.19,4,161.2,114,60.9,12.61,4.4
48,1,0,0.2,1,275.2,67,65.0,9.01,7.9
103,1,0,0.0,1,160.8,91,41.0,7.79,8.5
121,1,0,0.0,1,150.7,105,43.0,9.87,9.2
61,1,1,2.7,2,252.4,106,86.0,9.39,10.0
85,0,0,0.0,2,216.0,73,53.0,9.41,3.6
75,1,0,0.26,1,209.4,133,56.6,10.58,7.2
64,1,0,0.28,2,97.2,80,35.8,9.31,10.4
29,1,0,0.0,1,157.4,122,40.0,7.25,9.3
146,1,1,2.73,2,180.7,82,73.3,8.69,10.1
9,1,1,3.11,2,88.5,87,62.1,8.94,11.5
134,1,0,0.0,2,164.9,115,39.0,6.33,10.0
37,1,0,0.0,2,239.9,120,64.0,13.08,8.9
177,1,0,0.0,3,266.1,91,65.0,11.26,8.9
80,1,0,0.0,3,51.5,90,23.0,8.2,9.5
94,1,1,4.35,0,233.2,88,93.5,5.67,16.1
41,1,0,0.0,3,223.8,67,59.0,12.24,12.3
91,1,0,0.0,3,231.8,120,53.0,7.53,11.6
79,1,0,0.0,1,220.9,107,54.0,9.61,12.2
177,1,0,0.27,2,84.9,77,39.7,12.88,7.5
55,1,1,1.97,1,207.7,91,72.7,9.99,7.3
147,1,0,0.0,0,274.0,92,67.0,11.59,6.2
81,1,0,0.13,2,198.4,93,53.3,10.55,10.4
45,1,1,2.08,1,91.7,104,49.8,7.53,7.7
108,1,1,2.59,4,162.1,83,68.9,8.59,9.6
110,0,1,2.24,1,267.9,103,90.4,13.17,8.3
61,1,1,2.75,2,105.0,78,61.5,9.03,10.2
101,1,1,1.97,1,262.2,101,77.7,7.85,7.3
78,1,0,0.0,1,130.8,64,42.0,11.19,10.0
61,1,1,2.67,3,163.7,78,64.7,5.66,9.9
87,1,0,0.0,3,184.5,81,46.0,8.6,13.7
